species,breed,heartRate,respiration,temperature,anomaly_class
cat,Persian,146.8,25.8,38.1,0
cat,Sphynx,193.0,28.8,39.0,0
dog,Beagle,73.8,29.5,38.5,0
dog,Beagle,62.9,24.1,38.1,0
dog,German Shepherd,94.9,10.3,38.2,0
cat,Persian,167.5,26.1,40.8,3
cat,Maine Coon,203.6,25.1,38.1,0
cat,Persian,128.3,35.9,38.8,0
cat,Siamese,150.4,22.4,38.2,0
dog,German Shepherd,60.6,16.3,38.4,0
dog,German Shepherd,96.1,28.3,38.9,0
cat,Persian,178.9,20.5,38.6,0
cat,Persian,189.4,24.1,38.1,0
cat,Sphynx,204.0,18.9,38.1,0
cat,Persian,181.5,29.2,38.9,0
cat,Maine Coon,189.2,22.0,39.1,0
cat,Persian,187.8,35.7,38.7,0
cat,Sphynx,130.6,21.1,38.4,0
cat,Maine Coon,164.0,31.5,38.8,0
cat,Sphynx,183.6,32.5,38.6,0
cat,Bengal,145.0,27.7,38.8,0
dog,Siberian Husky,98.0,22.7,37.7,0
dog,Bulldog,60.7,28.7,37.6,0
dog,German Shepherd,94.0,16.9,37.6,0
cat,Bengal,206.9,18.6,38.9,0
dog,Poodle,92.7,16.5,37.5,0
dog,Labrador,91.6,24.8,38.4,0
cat,Bengal,212.7,25.6,38.4,0
dog,Labrador,74.0,26.7,38.2,0
cat,Siamese,212.2,27.5,38.0,0
cat,Siamese,170.7,35.8,39.0,0
cat,Siamese,211.9,25.1,38.6,0
dog,Labrador,60.7,26.3,38.0,0
dog,Beagle,87.8,12.8,38.5,0
cat,Siamese,168.8,17.4,39.1,0
dog,Labrador,72.0,12.0,37.9,0
cat,Maine Coon,165.0,33.2,38.1,0
dog,Labrador,66.1,16.6,37.6,0
cat,Persian,201.5,112.0,38.7,2
cat,Maine Coon,153.3,30.0,38.0,0
dog,Labrador,80.1,23.8,37.6,0
dog,Bulldog,71.1,14.4,37.8,0
cat,Persian,212.5,21.9,39.0,0
dog,Labrador,68.5,16.2,37.8,0
dog,Poodle,77.2,12.9,38.8,0
cat,Sphynx,217.1,19.1,38.2,0
cat,Sphynx,166.2,16.3,38.5,0
dog,Poodle,61.4,20.6,38.5,0
dog,Bulldog,65.8,28.8,38.9,0
cat,Persian,130.6,38.9,38.3,0
dog,Bulldog,88.7,23.8,39.0,0
cat,Siamese,176.7,37.6,39.2,0
cat,Persian,188.7,30.3,38.4,0
cat,Maine Coon,175.2,34.8,38.8,0
dog,Siberian Husky,69.4,25.2,38.3,0
cat,Sphynx,124.7,21.8,38.4,0
cat,Persian,213.2,29.2,38.7,0
dog,Bulldog,78.4,79.8,38.7,2
cat,Maine Coon,194.7,39.0,38.6,0
cat,Siamese,176.0,21.9,39.2,0
dog,Labrador,89.9,27.2,38.2,0
cat,Bengal,215.1,35.9,38.2,0
dog,Labrador,69.6,20.6,38.5,0
cat,Bengal,210.2,32.5,39.2,0
dog,Siberian Husky,98.9,17.9,38.8,0
dog,Bulldog,84.1,12.1,38.3,0
cat,Bengal,142.4,17.6,38.6,0
cat,Bengal,173.7,38.2,38.7,0
dog,Beagle,65.3,28.7,38.6,0
dog,Bulldog,76.7,21.3,38.5,0
dog,Beagle,92.0,12.1,38.4,0
dog,German Shepherd,69.4,15.4,38.5,0
cat,Persian,143.5,37.1,38.6,0
dog,Poodle,67.3,20.5,38.6,0
dog,Bulldog,92.6,25.6,38.6,0
cat,Maine Coon,176.4,37.3,38.8,0
cat,Sphynx,194.4,33.1,38.1,0
dog,Bulldog,62.5,16.7,37.6,0
dog,Poodle,99.2,28.5,38.8,0
dog,German Shepherd,71.4,13.5,38.6,0
dog,Poodle,74.3,29.8,38.5,0
cat,Persian,164.9,24.7,39.2,0
dog,Poodle,84.2,22.6,38.1,0
cat,Persian,148.4,38.0,38.6,0
dog,Bulldog,121.5,25.4,38.8,1
dog,Bulldog,78.7,13.0,39.0,0
cat,Persian,217.8,28.3,38.8,0
cat,Bengal,190.3,23.2,38.9,0
cat,Bengal,171.0,28.1,38.2,0
cat,Persian,143.7,20.5,38.7,0
cat,Siamese,170.0,25.3,38.7,0
cat,Siamese,219.3,31.1,39.0,0
dog,Poodle,76.3,28.7,39.0,0
cat,Siamese,177.1,16.2,38.8,0
dog,Poodle,98.0,24.6,38.4,0
dog,Labrador,82.2,16.5,38.2,0
cat,Bengal,166.4,18.5,38.5,0
cat,Persian,126.7,16.2,38.2,0
dog,Poodle,63.4,10.9,38.5,0
dog,Labrador,94.1,20.0,38.4,0
dog,Beagle,77.9,19.5,38.4,0
dog,Bulldog,91.6,17.0,38.1,0
cat,Persian,144.5,33.2,38.6,0
dog,Beagle,79.4,23.2,38.3,0
cat,Bengal,170.5,38.8,38.8,0
dog,Labrador,69.5,17.5,37.8,0
cat,Siamese,211.6,19.8,39.2,0
cat,Siamese,182.9,28.5,39.2,0
dog,German Shepherd,97.0,26.4,38.3,0
cat,Bengal,207.6,36.2,39.1,0
dog,Bulldog,96.2,27.3,38.5,0
cat,Maine Coon,174.1,21.4,39.2,0
dog,Bulldog,90.7,13.3,38.6,0
dog,Beagle,92.8,12.6,39.0,0
dog,German Shepherd,66.8,15.3,38.3,0
cat,Persian,179.3,16.9,38.6,0
cat,Bengal,191.9,22.7,38.9,0
cat,Siamese,121.1,32.2,38.5,0
dog,Labrador,83.3,25.6,38.6,0
cat,Bengal,194.9,17.2,39.1,0
dog,Bulldog,136.9,28.3,37.8,1
cat,Bengal,138.7,29.8,38.8,0
cat,Maine Coon,212.6,26.9,38.4,0
dog,Beagle,99.2,11.5,38.0,0
cat,Persian,136.8,31.9,38.5,0
cat,Maine Coon,156.1,33.2,38.7,0
cat,Siamese,137.9,16.0,39.0,0
dog,Bulldog,65.4,13.0,38.8,0
cat,Siamese,167.0,34.0,38.4,0
dog,Bulldog,160.7,25.5,37.6,1
cat,Maine Coon,198.7,31.0,39.0,0
cat,Bengal,177.7,32.9,38.3,0
dog,Siberian Husky,86.3,30.0,37.6,0
dog,Beagle,62.5,17.7,38.2,0
dog,Labrador,72.5,19.2,38.1,0
cat,Bengal,124.9,31.0,39.1,0
dog,Beagle,86.5,21.0,38.8,0
dog,Labrador,61.4,28.2,38.7,0
dog,Beagle,97.2,21.9,38.7,0
cat,Siamese,145.1,28.0,38.9,0
dog,Poodle,79.3,27.3,38.4,0
cat,Bengal,167.2,26.8,38.4,0
dog,German Shepherd,67.6,10.8,38.1,0
dog,Siberian Husky,70.3,11.9,37.7,0
dog,Bulldog,83.8,16.8,38.4,0
dog,Beagle,89.8,10.7,38.4,0
cat,Persian,140.6,29.2,38.1,0
dog,Bulldog,68.7,11.1,37.5,0
dog,Bulldog,73.4,16.2,37.5,0
cat,Persian,150.3,20.8,38.7,0
cat,Maine Coon,141.5,27.7,39.2,0
cat,Persian,195.1,39.1,38.5,0
cat,Bengal,177.3,25.6,38.5,0
dog,Beagle,89.5,15.7,38.7,0
dog,Labrador,96.1,16.6,40.8,3
dog,Labrador,73.1,24.7,37.6,0
cat,Persian,146.1,95.0,38.3,2
cat,Sphynx,196.6,29.8,38.3,0
cat,Persian,168.9,18.1,38.5,0
cat,Bengal,163.6,32.1,38.0,0
dog,Beagle,74.9,16.0,38.8,0
cat,Siamese,179.1,24.3,40.5,3
cat,Maine Coon,194.5,24.1,38.4,0
cat,Maine Coon,214.0,34.8,38.2,0
dog,Poodle,99.2,20.0,38.2,0
dog,Siberian Husky,62.3,14.5,37.7,0
cat,Bengal,210.8,22.8,39.1,0
cat,Persian,160.6,16.8,38.4,0
dog,Poodle,79.3,18.0,39.0,0
cat,Sphynx,157.2,23.1,38.2,0
dog,Siberian Husky,68.8,24.6,38.3,0
cat,Persian,124.0,34.3,38.1,0
dog,Beagle,98.7,24.3,38.9,0
dog,Siberian Husky,80.1,27.5,37.6,0
dog,Bulldog,77.8,26.7,37.9,0
cat,Sphynx,206.3,22.9,38.2,0
cat,Sphynx,212.1,23.3,38.3,0
dog,Labrador,96.3,21.7,37.6,0
dog,Poodle,60.3,26.4,38.0,0
cat,Maine Coon,173.4,25.1,38.9,0
cat,Persian,156.2,30.4,38.7,0
dog,Poodle,71.4,27.4,37.8,0
cat,Persian,218.5,37.9,38.0,0
dog,Bulldog,79.7,25.7,38.9,0
dog,Poodle,62.3,16.9,38.5,0
cat,Maine Coon,151.3,25.2,39.1,0
cat,Maine Coon,166.1,21.5,38.2,0
dog,German Shepherd,75.5,13.4,37.8,0
dog,Siberian Husky,72.3,10.7,38.0,0
dog,German Shepherd,97.2,23.2,38.6,0
dog,German Shepherd,69.2,13.0,38.5,0
dog,Siberian Husky,82.0,10.9,38.4,0
dog,German Shepherd,78.7,11.1,37.7,0
dog,Poodle,66.3,23.8,37.7,0
cat,Sphynx,132.6,27.9,38.6,0
cat,Sphynx,144.0,39.0,38.9,0
dog,German Shepherd,90.3,10.3,37.8,0
cat,Persian,199.6,34.3,38.2,0
dog,Bulldog,85.5,29.7,38.7,0
cat,Maine Coon,123.6,90.9,38.8,2
cat,Persian,200.4,26.8,38.6,0
dog,Labrador,71.9,28.5,37.8,0
cat,Bengal,166.3,38.7,38.4,0
dog,Beagle,92.3,16.4,38.3,0
cat,Bengal,134.4,19.9,38.2,0
cat,Bengal,177.1,39.7,38.7,0
dog,German Shepherd,61.2,22.1,38.1,0
dog,Poodle,74.0,25.5,38.7,0
dog,German Shepherd,89.6,23.2,38.0,0
cat,Persian,156.2,20.1,39.0,0
dog,Labrador,72.1,17.3,37.6,0
dog,Labrador,80.7,62.9,38.0,2
cat,Bengal,201.7,23.2,38.2,0
dog,German Shepherd,99.5,16.5,38.1,0
cat,Bengal,148.2,31.2,38.3,0
dog,Labrador,89.2,21.5,37.8,0
cat,Bengal,170.7,22.4,38.6,0
dog,Poodle,85.5,17.0,38.9,0
cat,Sphynx,199.6,39.9,39.2,0
dog,Beagle,95.1,18.1,38.0,0
cat,Sphynx,135.6,32.4,38.0,0
dog,Beagle,93.2,29.5,38.1,0
dog,Beagle,74.3,25.0,38.3,0
cat,Bengal,134.1,26.6,38.3,0
cat,Maine Coon,124.9,32.2,38.9,0
cat,Persian,138.0,34.0,38.2,0
cat,Bengal,177.4,27.2,38.8,0
cat,Sphynx,203.8,112.4,38.5,2
cat,Sphynx,122.9,30.7,38.4,0
dog,Siberian Husky,89.9,27.4,38.3,0
cat,Maine Coon,219.5,25.6,38.8,0
cat,Sphynx,175.8,25.8,39.1,0
cat,Siamese,176.5,19.0,38.9,0
cat,Siamese,207.2,31.2,39.1,0
dog,Labrador,79.3,20.1,38.0,0
dog,Beagle,70.1,10.0,37.7,0
dog,Bulldog,68.6,10.2,37.9,0
cat,Persian,161.9,27.7,39.0,0
cat,Persian,140.2,31.6,38.9,0
dog,Bulldog,65.3,11.5,38.9,0
cat,Siamese,207.2,26.7,38.3,0
cat,Maine Coon,208.5,17.6,39.1,0
dog,Poodle,93.0,24.0,37.6,0
dog,Poodle,81.6,10.7,39.0,0
cat,Sphynx,217.9,20.3,38.4,0
dog,German Shepherd,76.1,18.5,38.1,0
cat,Siamese,140.9,17.6,38.6,0
cat,Persian,124.2,22.7,38.4,0
cat,Maine Coon,212.3,21.0,38.7,0
dog,Poodle,78.0,21.7,37.9,0
cat,Bengal,150.5,30.8,38.3,0
dog,Beagle,64.0,29.2,38.5,0
dog,Beagle,67.5,15.6,38.6,0
cat,Persian,126.1,27.3,38.2,0
cat,Sphynx,179.1,23.0,38.2,0
cat,Bengal,134.3,25.0,38.9,0
cat,Bengal,129.3,22.3,39.1,0
cat,Siamese,140.8,28.9,38.3,0
cat,Maine Coon,120.5,23.1,38.7,0
dog,Poodle,90.5,24.5,37.8,0
dog,Labrador,66.4,59.5,39.0,2
cat,Maine Coon,180.2,36.4,38.1,0
cat,Sphynx,198.5,37.4,38.7,0
cat,Maine Coon,180.1,17.2,39.0,0
cat,Sphynx,124.4,32.0,38.1,0
dog,Bulldog,74.8,26.3,38.9,0
dog,Beagle,73.4,25.0,38.4,0
cat,Siamese,149.2,27.0,38.5,0
dog,Bulldog,71.9,75.1,38.6,2
dog,Poodle,83.3,12.1,38.8,0
cat,Bengal,194.8,36.9,38.5,0
dog,German Shepherd,63.4,11.8,38.9,0
dog,Labrador,97.4,13.7,38.1,0
cat,Persian,133.9,101.7,38.8,2
cat,Sphynx,160.0,25.9,38.3,0
cat,Siamese,141.9,18.6,38.9,0
dog,German Shepherd,67.6,16.3,38.2,0
cat,Maine Coon,159.3,21.2,38.9,0
dog,Beagle,70.2,12.4,38.9,0
dog,Labrador,96.6,29.2,37.6,0
dog,Beagle,81.5,15.5,38.2,0
cat,Maine Coon,131.5,23.2,39.2,0
cat,Siamese,129.4,22.6,38.2,0
cat,Bengal,154.5,19.5,38.7,0
cat,Sphynx,129.8,34.2,39.1,0
dog,Bulldog,86.7,22.7,37.7,0
cat,Sphynx,209.0,26.4,38.4,0
dog,German Shepherd,73.4,10.5,37.5,0
dog,Siberian Husky,90.3,26.2,38.8,0
cat,Siamese,179.5,110.8,39.1,2
dog,Beagle,67.6,28.8,38.3,0
dog,Poodle,83.0,22.7,38.3,0
cat,Maine Coon,182.8,36.2,38.2,0
cat,Sphynx,125.0,37.2,39.0,0
dog,Bulldog,66.5,17.0,38.0,0
dog,Bulldog,80.4,15.2,38.0,0
dog,Siberian Husky,90.1,11.0,38.2,0
cat,Siamese,157.1,32.9,38.5,0
dog,Poodle,71.7,10.3,37.8,0
dog,Bulldog,78.3,26.8,37.8,0
dog,German Shepherd,88.8,18.9,37.9,0
cat,Sphynx,211.2,34.4,38.8,0
cat,Persian,190.3,38.3,38.8,0
dog,Siberian Husky,73.3,11.1,38.1,0
cat,Maine Coon,161.6,35.0,38.5,0
cat,Bengal,186.2,25.9,38.6,0
cat,Maine Coon,181.7,18.2,38.9,0
cat,Sphynx,168.6,23.6,38.2,0
dog,German Shepherd,69.6,18.4,37.9,0
dog,Poodle,60.8,29.5,37.8,0
dog,Poodle,67.2,28.3,38.6,0
dog,Siberian Husky,89.0,12.4,37.8,0
dog,Labrador,76.6,17.7,38.5,0
cat,Sphynx,147.3,25.8,38.8,0
dog,German Shepherd,93.0,17.3,37.6,0
cat,Persian,210.3,38.7,38.9,0
cat,Siamese,161.6,23.2,38.1,0
cat,Sphynx,190.7,38.5,38.2,0
dog,German Shepherd,93.0,14.6,38.3,0
dog,Labrador,85.8,29.5,37.6,0
cat,Bengal,185.0,27.2,38.7,0
cat,Siamese,149.8,33.4,39.1,0
dog,Labrador,68.3,19.7,37.6,0
dog,Poodle,89.8,12.7,39.7,3
cat,Sphynx,213.7,39.0,38.6,0
dog,Poodle,69.2,68.9,37.7,2
dog,Siberian Husky,94.4,21.9,38.0,0
cat,Siamese,208.8,31.3,39.0,0
cat,Sphynx,392.7,26.6,38.5,1
cat,Bengal,124.3,26.1,38.6,0
dog,Beagle,81.3,20.3,39.7,3
dog,Labrador,73.1,20.0,38.9,0
cat,Siamese,185.9,39.1,38.5,0
dog,Beagle,62.3,16.7,38.7,0
dog,Bulldog,98.1,11.0,37.7,0
dog,Beagle,64.3,29.7,38.4,0
dog,Siberian Husky,64.1,24.6,38.1,0
cat,Maine Coon,131.7,38.2,39.0,0
dog,Beagle,61.7,20.0,38.5,0
dog,Siberian Husky,77.0,12.6,38.8,0
dog,Labrador,80.3,22.7,37.6,0
dog,Bulldog,98.5,28.0,37.9,0
cat,Persian,137.6,97.1,38.1,2
dog,German Shepherd,81.7,25.8,38.3,0
cat,Sphynx,201.0,30.7,38.1,0
cat,Bengal,199.7,33.6,38.2,0
dog,Siberian Husky,95.5,16.5,38.9,0
cat,Bengal,145.7,28.3,38.9,0
cat,Sphynx,188.2,21.1,39.0,0
cat,Sphynx,202.2,17.9,39.0,0
cat,Sphynx,159.5,27.0,38.8,0
dog,Siberian Husky,97.0,12.1,38.1,0
dog,Bulldog,78.6,26.3,38.3,0
cat,Maine Coon,218.4,36.5,39.1,0
dog,Bulldog,61.4,13.5,38.8,0
dog,Labrador,88.4,10.4,38.1,0
dog,Poodle,69.4,16.1,37.9,0
cat,Bengal,128.3,31.2,38.3,0
dog,Poodle,89.4,13.5,37.9,0
dog,Beagle,70.4,23.2,37.5,0
dog,Beagle,82.1,26.8,39.0,0
dog,Poodle,82.9,21.4,38.1,0
cat,Sphynx,126.9,19.5,38.7,0
dog,Bulldog,82.0,27.2,40.9,3
dog,Siberian Husky,87.4,28.2,38.5,0
cat,Sphynx,199.8,34.9,38.4,0
dog,Bulldog,75.7,27.0,38.9,0
cat,Sphynx,152.0,26.5,38.6,0
dog,Beagle,88.1,22.0,39.5,3
dog,Siberian Husky,74.4,16.1,37.8,0
dog,German Shepherd,96.7,46.4,38.8,2
dog,German Shepherd,74.0,23.4,38.5,0
dog,Bulldog,71.5,20.4,38.6,0
cat,Bengal,158.1,34.1,38.0,0
cat,Siamese,134.5,16.8,38.1,0
cat,Persian,218.4,23.0,38.5,0
dog,Labrador,88.2,22.5,39.0,0
cat,Persian,181.2,21.4,38.8,0
dog,Poodle,97.7,75.8,38.1,2
dog,Beagle,187.3,15.4,38.1,1
dog,Siberian Husky,80.2,11.5,38.0,0
cat,Siamese,281.5,33.6,38.6,1
cat,Persian,133.4,23.0,38.9,0
cat,Siamese,165.9,20.8,39.0,0
cat,Siamese,154.8,32.3,38.3,0
dog,Siberian Husky,72.1,29.3,38.4,0
dog,German Shepherd,82.6,28.6,38.8,0
cat,Persian,145.5,35.5,38.7,0
cat,Persian,123.6,39.6,38.5,0
cat,Maine Coon,189.3,36.8,40.6,3
cat,Bengal,212.1,19.9,38.4,0
dog,Bulldog,95.5,10.8,38.9,0
dog,Bulldog,62.8,22.6,38.9,0
dog,Beagle,90.6,15.0,37.6,0
dog,Bulldog,64.8,16.8,37.6,0
dog,German Shepherd,75.1,15.9,38.8,0
dog,Bulldog,79.2,23.2,37.7,0
dog,Poodle,98.9,13.9,38.0,0
cat,Bengal,186.8,38.9,38.4,0
cat,Sphynx,124.3,20.7,38.4,0
dog,Beagle,68.9,27.1,38.7,0
cat,Siamese,120.5,32.3,38.7,0
dog,Labrador,70.2,30.0,37.8,0
cat,Sphynx,125.5,23.9,38.6,0
cat,Persian,170.1,32.7,38.1,0
dog,Labrador,64.8,15.3,37.5,0
dog,German Shepherd,72.2,10.5,37.5,0
cat,Persian,183.0,18.4,38.3,0
dog,Labrador,60.4,24.0,37.7,0
dog,Poodle,96.6,13.3,37.7,0
cat,Persian,409.1,29.6,38.5,1
cat,Maine Coon,150.8,19.0,38.9,0
cat,Maine Coon,122.7,17.6,38.9,0
dog,Labrador,97.2,12.1,38.5,0
dog,German Shepherd,82.0,19.8,38.3,0
dog,Labrador,93.0,16.1,39.0,0
dog,Beagle,97.8,25.6,38.4,0
dog,German Shepherd,80.1,11.0,37.9,0
dog,Siberian Husky,96.1,27.8,38.7,0
cat,Siamese,205.1,35.3,38.6,0
dog,Siberian Husky,65.5,18.3,38.1,0
dog,Labrador,161.1,15.1,37.6,1
dog,Bulldog,66.5,24.8,38.2,0
dog,Beagle,96.4,18.7,37.7,0
cat,Bengal,201.8,32.6,38.8,0
cat,Persian,194.8,20.2,38.5,0
dog,Labrador,82.6,23.4,38.9,0
cat,Siamese,182.0,39.0,38.3,0
cat,Siamese,207.0,29.7,38.5,0
dog,Bulldog,98.6,26.0,38.4,0
cat,Sphynx,191.3,17.7,38.6,0
cat,Sphynx,166.8,33.8,39.0,0
cat,Sphynx,149.8,31.4,38.6,0
dog,Poodle,87.5,12.3,38.1,0
dog,Labrador,71.0,25.8,37.8,0
dog,Beagle,76.1,24.6,38.7,0
dog,Bulldog,96.3,24.4,38.5,0
dog,Labrador,65.3,48.4,38.2,2
dog,German Shepherd,75.0,10.4,37.9,0
cat,Persian,194.3,28.1,38.2,0
dog,Poodle,93.3,23.8,37.5,0
cat,Persian,195.3,39.3,38.2,0
dog,German Shepherd,87.2,14.6,38.2,0
dog,Poodle,99.3,15.2,39.0,0
cat,Persian,174.1,27.4,38.8,0
dog,German Shepherd,95.4,17.7,38.2,0
dog,Labrador,77.4,22.6,38.0,0
cat,Maine Coon,134.4,18.4,39.0,0
dog,Siberian Husky,88.9,16.4,38.6,0
cat,Siamese,160.6,25.4,38.6,0
cat,Maine Coon,162.2,30.3,39.1,0
cat,Maine Coon,161.2,18.3,38.3,0
cat,Sphynx,153.2,36.1,38.9,0
dog,Siberian Husky,85.2,13.1,38.6,0
dog,Siberian Husky,92.1,19.6,37.5,0
cat,Siamese,209.1,26.3,38.6,0
cat,Siamese,130.0,28.2,39.0,0
cat,Siamese,189.0,16.3,38.4,0
cat,Persian,159.9,24.1,38.5,0
cat,Maine Coon,131.5,27.6,38.1,0
cat,Sphynx,152.3,28.4,38.8,0
dog,Poodle,85.8,25.2,37.7,0
cat,Siamese,134.5,92.3,39.0,2
dog,Siberian Husky,99.2,17.9,37.8,0
cat,Persian,129.6,21.0,38.4,0
cat,Bengal,165.7,35.6,38.7,0
dog,Beagle,83.7,18.0,37.6,0
dog,Siberian Husky,97.3,11.5,38.3,0
cat,Sphynx,159.0,32.3,38.4,0
cat,Bengal,161.2,38.4,38.4,0
cat,Persian,138.4,38.6,38.6,0
cat,Bengal,201.8,29.1,38.0,0
cat,Bengal,181.6,19.1,38.7,0
cat,Bengal,126.3,22.4,38.7,0
dog,German Shepherd,79.5,16.0,38.5,0
cat,Siamese,167.6,31.0,38.7,0
cat,Siamese,213.9,22.5,38.6,0
cat,Maine Coon,145.7,19.0,38.9,0
cat,Maine Coon,142.4,19.5,38.2,0
dog,Siberian Husky,92.4,23.9,38.6,0
dog,Beagle,96.5,15.5,38.7,0
cat,Sphynx,143.2,18.9,38.0,0
cat,Sphynx,126.4,37.0,39.0,0
cat,Persian,128.2,33.7,38.7,0
dog,Poodle,94.8,14.8,38.2,0
cat,Maine Coon,134.4,37.9,38.8,0
dog,Siberian Husky,82.4,12.7,38.0,0
cat,Maine Coon,219.8,20.4,38.8,0
cat,Bengal,152.1,37.2,38.8,0
dog,Poodle,68.9,14.2,38.6,0
dog,Bulldog,85.2,29.5,38.0,0
dog,Labrador,89.3,24.2,37.8,0
dog,Labrador,90.5,20.2,38.3,0
cat,Persian,123.3,24.6,38.9,0
dog,German Shepherd,64.0,20.2,37.5,0
cat,Sphynx,143.6,32.6,38.4,0
cat,Maine Coon,172.2,25.1,38.1,0
dog,German Shepherd,68.5,13.9,38.1,0
cat,Siamese,122.7,38.7,38.8,0
dog,Labrador,66.6,21.3,38.0,0
cat,Persian,384.2,28.6,39.0,1
cat,Persian,180.1,39.1,38.8,0
cat,Siamese,154.2,16.7,38.5,0
dog,Poodle,69.1,22.7,37.8,0
cat,Siamese,205.8,20.6,39.2,0
cat,Bengal,124.1,17.7,38.4,0
dog,German Shepherd,69.0,30.0,38.2,0
cat,Maine Coon,179.0,31.6,38.0,0
cat,Bengal,189.6,29.9,38.8,0
cat,Siamese,159.3,32.8,38.0,0
dog,Siberian Husky,70.2,25.4,38.2,0
dog,German Shepherd,74.5,28.8,37.9,0
dog,Poodle,98.4,68.0,38.3,2
dog,Bulldog,87.8,14.4,38.4,0
dog,Labrador,77.7,10.9,38.3,0
dog,Siberian Husky,97.7,11.5,38.2,0
cat,Maine Coon,198.7,23.5,38.1,0
cat,Persian,130.6,39.6,38.9,0
cat,Sphynx,197.3,21.3,38.1,0
dog,Poodle,65.2,21.4,37.9,0
dog,Siberian Husky,65.7,24.3,37.9,0
dog,Bulldog,80.2,28.6,38.0,0
cat,Sphynx,192.0,22.9,38.8,0
dog,Beagle,75.0,14.8,38.3,0
cat,Bengal,194.4,36.0,38.0,0
dog,Labrador,76.6,15.2,38.8,0
cat,Bengal,134.1,32.4,38.4,0
dog,Bulldog,66.6,11.3,38.0,0
dog,Beagle,75.9,10.4,38.7,0
dog,Labrador,66.2,28.9,38.6,0
cat,Sphynx,201.0,25.8,38.0,0
cat,Siamese,216.9,19.0,38.2,0
cat,Bengal,144.3,24.2,39.0,0
cat,Sphynx,216.6,26.9,38.9,0
dog,Labrador,64.1,11.0,38.2,0
cat,Maine Coon,179.4,17.6,38.9,0
cat,Sphynx,166.3,30.5,38.4,0
cat,Maine Coon,192.5,31.5,38.2,0
cat,Maine Coon,219.0,23.7,39.0,0
cat,Persian,200.2,32.1,38.2,0
cat,Sphynx,175.2,28.2,38.4,0
cat,Persian,168.8,25.1,38.9,0
dog,German Shepherd,65.9,20.3,37.8,0
cat,Sphynx,177.4,32.6,38.8,0
dog,Beagle,62.7,24.8,38.4,0
dog,Bulldog,81.4,27.2,38.0,0
dog,Poodle,69.7,12.3,38.4,0
dog,Poodle,69.5,12.0,37.9,0
dog,Poodle,82.6,19.9,38.6,0
cat,Sphynx,429.7,37.9,38.7,1
cat,Bengal,146.4,34.0,38.2,0
cat,Bengal,130.4,36.6,38.6,0
cat,Siamese,204.5,30.5,38.5,0
cat,Maine Coon,159.9,33.9,38.2,0
dog,Labrador,68.8,24.5,38.4,0
dog,Poodle,90.7,24.4,38.8,0
dog,Poodle,60.0,27.4,38.7,0
dog,Poodle,92.2,27.3,37.6,0
dog,Labrador,79.2,18.0,37.7,0
cat,Persian,211.2,35.8,38.5,0
cat,Siamese,129.3,28.4,38.3,0
cat,Persian,202.0,23.4,39.2,0
cat,Persian,167.9,27.6,38.4,0
dog,Labrador,76.8,19.6,38.1,0
cat,Maine Coon,141.5,23.8,38.6,0
cat,Persian,190.1,36.9,38.8,0
dog,German Shepherd,79.4,10.6,38.3,0
dog,Beagle,60.3,22.9,38.8,0
dog,Beagle,78.0,22.9,38.9,0
dog,Beagle,87.0,24.1,38.4,0
dog,Beagle,96.1,23.9,37.6,0
cat,Maine Coon,122.9,17.4,38.8,0
dog,Bulldog,66.1,21.5,37.9,0
cat,Bengal,124.5,35.7,39.0,0
dog,Bulldog,80.4,12.6,38.6,0
cat,Maine Coon,170.2,28.5,38.2,0
cat,Sphynx,149.9,37.2,39.1,0
cat,Persian,140.6,28.7,38.2,0
dog,Bulldog,82.1,88.8,38.9,2
cat,Maine Coon,127.2,31.2,38.8,0
cat,Bengal,217.2,80.4,39.0,2
cat,Maine Coon,188.5,28.4,38.6,0
dog,Siberian Husky,69.1,18.5,37.9,0
cat,Siamese,139.7,32.3,40.2,3
dog,Bulldog,74.2,20.5,38.2,0
cat,Maine Coon,172.4,38.0,39.2,0
cat,Maine Coon,150.1,16.0,38.5,0
dog,Beagle,87.8,20.3,38.0,0
dog,Bulldog,73.5,12.9,38.5,0
dog,Bulldog,62.8,11.2,38.9,0
cat,Siamese,198.1,21.8,39.1,0
dog,Beagle,75.7,10.6,40.0,3
dog,Poodle,67.0,29.2,38.1,0
dog,Beagle,87.2,20.6,38.2,0
dog,German Shepherd,76.3,10.5,37.7,0
dog,Bulldog,88.8,23.5,38.6,0
dog,Beagle,60.1,28.6,38.0,0
dog,Poodle,71.1,27.1,38.9,0
cat,Sphynx,150.0,22.4,38.3,0
dog,Poodle,79.6,18.1,39.0,0
dog,Beagle,92.0,12.5,38.5,0
dog,Poodle,60.7,27.5,37.9,0
cat,Siamese,163.7,18.2,39.1,0
dog,Beagle,96.1,26.3,38.0,0
cat,Siamese,181.5,21.7,38.6,0
dog,Bulldog,78.8,27.6,38.4,0
cat,Siamese,217.0,22.8,38.2,0
dog,Poodle,67.5,10.4,38.1,0
dog,Labrador,60.6,21.7,37.9,0
cat,Maine Coon,195.7,17.2,38.7,0
dog,Poodle,80.5,19.9,38.0,0
dog,Labrador,71.7,26.5,38.2,0
cat,Sphynx,137.2,24.6,38.2,0
cat,Sphynx,121.9,28.1,38.9,0
cat,Maine Coon,197.2,38.2,38.1,0
dog,German Shepherd,73.7,17.6,38.0,0
cat,Sphynx,156.7,34.3,38.6,0
dog,German Shepherd,76.5,16.7,38.5,0
